RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
matthews10000ca,95.05,Auston Matthews,10000,C,0,TOR,CGY-J.Markstrom,19.62,24.5,14.7,0.48,2,20.8,1,1,21,0,2.4,48,2,1,3.3,3.5,-105,6.5,71,-110,21.8,2.7,68,34,19,97,17.4,44,33,22,9,0.65,0.62,1.27,20.37,3.74,4.48,6.48,0.69,0.15,1.26,5.74,17.33,13.68,13.14,0.18,0.17,3.77,1.18,1.73,0.68,0,0,0.48,0.45,0.29,0.04,2.78,0.43,0.57,1,17.4,3.45,2.86,4.5,0.63,0.15,1.86,4.71,14.5,13.5,0,0.29,2.38,0.33,14.5,4.71,2.86,1.86,4.5,0.67,17.4,2.38,0,0.29,42.67,46.95,39.44,43.18,52.78,3.12,0.25,3.38,0.2,49.38,34.09,48.88,58.91,2.25,0.33,3.09,0.29,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CGY,matthews,auston matthews,a,matthews10000ca
stamkos8500cs,92.68,Steven Stamkos,8500,C,0,TB,PIT-T.Jarry,17.89,22.4,13.4,1.83,2.1,26.9,2,1,15,0,4.4,57,0,2,3.8,3,-175,6.5,78,-170,17.5,0.8,67,31,26,105,8.9,33,50,8,12,0.47,0.65,1.12,18.94,3.55,3.22,4.31,0.75,0.15,0.65,3.88,13.32,13.25,10.04,0.16,0.27,4,1.32,1.77,0.75,0,0,0.31,0.38,0.66,0.03,2.93,0.17,0.25,0.42,19.77,1.27,2.67,4.42,0.6,0.06,0.33,3,14.08,15.92,0.08,0.17,3.9,0.92,11.86,2.71,2.43,0.29,4.57,2,18.45,3.85,0.14,0.29,48.2,45.25,47.04,44.35,50.18,3.41,0.27,3.01,0.21,51.25,47.09,48.33,59.18,3.5,0.21,2.91,0.25,58.86,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,stamkos,steven stamkos,s,stamkos8500cs
eriksson6900cj,90.94,Joel Eriksson Ek,6900,C,0,MIN,VAN-T.Demko,14.05,17.6,10.5,1.27,2,6.4,2,1,13,0,0.7,26,0,2,3.7,3,-165,6.5,71,-165,13.5,2,71,32,28,97,12.5,76,23,23,13,0.35,0.4,0.74,19.01,2.34,3,4.15,0.72,0.12,0.65,3.65,11.94,11.09,8.95,0.13,0.16,3.31,0.78,1.11,0.7,0.02,0.01,0.19,0.22,0.47,0.02,2.82,0.23,0.31,0.54,18.89,1.72,3.31,4.69,0.7,0.07,1.08,4.38,12.23,11.77,0.23,0.23,3.05,0.69,13.38,4.25,3.13,1.13,4.88,1,19.48,2.65,0.13,0.25,46.47,45.09,45.58,42.72,43.15,3.16,0.23,2.93,0.3,51.38,39.9,48.77,44.4,2.62,0.21,3.18,0.26,41.8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,eriksson,joel eriksson ek,j,eriksson6900cj
hartman5200cr,87.74,Ryan Hartman,5200,C,0,MIN,VAN-T.Demko,11.91,15,8.8,2.62,2.3,11.2,1,2,13,0,3.6,82,0,2,3.7,3,-165,6.5,71,-165,12.3,1.8,52,26,24,97,11.4,69,30,38,13,0.32,0.41,0.72,16.56,2.61,2.57,3.77,0.68,0.12,0.64,3.21,14.88,11.78,10.9,0,0.09,1.72,0.52,0.73,0.72,0,0.01,0.32,0.3,1.39,0.05,2.69,0.31,0.31,0.62,17.37,2.14,2.31,3.62,0.64,0.13,1,3.31,18.69,13.62,0,0,0.99,0.23,21.88,3.88,2.63,1.25,4,0.5,18.29,0.98,0,0,46.47,45.09,45.58,42.72,43.15,3.16,0.23,2.93,0.3,51.38,39.9,48.77,44.4,2.62,0.21,3.18,0.26,41.8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,hartman,ryan hartman,r,hartman5200cr
bergeron7200cp,87.33,Patrice Bergeron,7200,C,0,BOS,BUF-U.Luukkonen,16.3,20.4,12.2,2.9,2.3,23.6,1,1,7,0,-1.8,76,0,2,4.2,2.5,-295,6.5,86,-295,15.5,1.4,70,33,21,96,14.1,55,44,44,9,0.38,0.48,0.86,17.83,2.89,3.68,4.81,0.77,0.1,0.72,4.4,14.45,9.23,11.17,0.11,0.12,3.27,0.81,1.14,0.71,0.01,0.01,0.26,0.34,0.33,0.02,2.99,0.33,0.56,0.89,17.41,3.07,2.56,3.78,0.68,0.13,0.78,3.33,14.11,10.22,0.11,0,3.05,0.67,14.14,3.43,2.71,0.71,4.14,0.86,16.81,2.99,0.14,0,45.29,45.9,42.68,41.73,44.82,3.3,0.22,2.72,0.26,43.25,48,47.5,47.22,3.33,0.13,2.22,0.35,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,bergeron,patrice bergeron,p,bergeron7200cp
trocheck6700cv,86.57,Vincent Trocheck,6700,C,0,NYR,OTT-C.Talbot,11.25,14.2,8.3,-1.12,1.7,11.2,2,2,10,0,0.1,33,2,1,3.7,3,-155,6.5,68,-175,11.9,1,60,29,39,102,16.4,75,25,41,12,0.3,0.39,0.69,19.19,2.16,2.78,4.13,0.67,0.11,0.51,3.29,14.56,11.92,10.92,0.1,0.11,3.24,0.83,1.16,0.72,0.01,0,0.19,0.28,0.7,0.02,2.83,0.42,0.67,1.08,18.68,3.47,3.17,4.55,0.7,0.13,0.58,3.75,16.09,13,0,0.17,1.49,0.45,18,4.25,3.75,0.5,5.14,0.29,19.38,1.43,0,0.13,44.18,45.08,44.31,45.39,45.87,2.86,0.25,3.44,0.19,41.73,46.22,45.45,40,2.91,0.31,4.5,0.09,39.33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,trocheck,vincent trocheck,v,trocheck6700cv
point8700cb,85.58,Brayden Point,8700,C,0,TB,PIT-T.Jarry,16.93,21.2,12.7,0.46,1.9,23.7,1,1,17,0,0,33,0,2,3.8,3,-175,6.5,78,-170,14.9,0.2,61,30,29,105,19.1,75,25,41,12,0.47,0.48,0.96,19.46,2.96,2.73,3.71,0.74,0.17,0.47,3.21,14.42,13.76,10.82,0.22,0.18,3.82,0.86,1.11,0.78,0,0,0.26,0.31,0.25,0,3.09,0.67,0.67,1.33,19.47,4.1,2.92,4.17,0.7,0.23,0.5,3.42,16.75,16.75,0.42,0.08,3.81,1,16.86,3,2.71,0.29,3.71,1.43,19.48,3.94,0.43,0.14,48.2,45.25,47.04,44.35,50.18,3.41,0.27,3.01,0.21,51.25,47.09,48.33,59.18,3.5,0.21,2.91,0.25,58.86,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,point,brayden point,b,point8700cb
zibanejad8400cm,85.16,Mika Zibanejad,8400,C,0,NYR,OTT-C.Talbot,17.23,21.6,12.9,1.37,2.1,24.4,1,1,12,0,-1.6,48,2,1,3.7,3,-155,6.5,68,-175,16.9,0.8,71,26,24,105,20.7,91,8,33,12,0.47,0.6,1.06,20.19,3.15,3.08,4.51,0.68,0.15,0.53,3.61,12.81,13.13,9.8,0.27,0.16,3.33,1.12,1.66,0.68,0.02,0.02,0.18,0.42,0.18,0.01,2.86,0.83,0.5,1.33,18.9,4.22,2.83,4.73,0.6,0.29,1.17,4,9.36,11.45,0.5,0.17,2.9,1.36,9,3.63,2.63,1,4.14,2.29,19.12,3.22,0.38,0.25,44.18,45.08,44.31,45.39,45.87,2.86,0.25,3.44,0.19,41.73,46.22,45.45,40,2.91,0.31,4.5,0.09,39.33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,zibanejad,mika zibanejad,m,zibanejad8400cm
kadri6800cn,83.92,Nazem Kadri,6800,C,0,CGY,TOR-J.Woll,14.89,18.7,11.1,2.32,2.2,3.2,2,1,13,0,-0.3,57,0,2,3.5,3.3,-125,6.5,29,-110,14.2,-0.3,65,22,24,101,12.9,72,27,27,11,0.34,0.47,0.81,18.17,2.67,3.51,5,0.7,0.1,0.4,3.91,15.77,12.01,11.7,0.13,0.16,3.34,0.86,1.26,0.68,0,0,0.22,0.31,0.82,0.01,3.13,0.18,0.45,0.64,17.86,2.15,3.91,5.2,0.75,0.05,0.45,4.36,16.18,9.82,0,0.18,3.5,0.73,17,4,4,0,5.17,1,18.13,3.55,0,0.29,52.61,52.78,43.18,39.44,46.95,3.14,0.2,3.08,0.22,58.91,48.88,34.09,49.38,3.55,0.23,2.25,0.06,49.17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,kadri,nazem kadri,n,kadri6800cn
crosby8200cs,82.63,Sidney Crosby,8200,C,0,PIT,TB-A.Vasilevskiy,16.07,20.1,12,0.62,2,11.2,1,1,12,0,-0.5,57,0,2,3,3.8,135,6.5,22,145,17.5,0.8,73,36,26,94,15.9,81,18,27,11,0.48,0.78,1.26,20.09,3.76,2.99,4.04,0.74,0.16,0.59,3.58,17.82,15.08,13.15,0.11,0.22,3.69,0.77,0.93,0.82,0,0,0.37,0.57,0.65,0.03,3.25,0.27,0.82,1.09,19.48,3.36,3.27,4.27,0.77,0.08,0.45,3.73,21.55,15.64,0.09,0.09,3.36,0.45,19.14,4,3.43,0.57,4.29,0.57,19.68,3.39,0.14,0.14,51.86,50.18,44.35,47.04,45.25,3.26,0.21,3.25,0.2,59.18,48.33,47.09,51.25,3.09,0.15,2.58,0.16,48.29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,crosby,sidney crosby,s,crosby8200cs
