RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
mcdavid10600cc,97.09,Connor McDavid,10600,C,0,EDM,SEA-M.Jones,25.86,32.3,19.4,5.49,2.4,18.4,1,1,24,0,0.7,66,0,3,3.8,2.9,-182,6.5,48,-152,23.8,4,80,40,16,108,23.6,92,23,7,13,0.67,1.07,1.74,22.25,4.69,3.97,5.11,0.78,0.17,0.4,4.37,18.71,15.34,14.25,0.21,0.45,3.93,1.04,1.35,0.77,0.01,0.03,0.45,0.59,0.45,0.05,3.83,0.71,0.93,1.64,21.9,4.49,4.29,5.58,0.77,0.17,0.71,5,17.27,12.45,0.29,0.5,4.08,1.67,17,5.57,5.43,0.14,6.14,2.29,21.56,4.09,0.29,0.29,46.42,47.69,42.56,44.66,45.05,3.25,0.29,3.14,0.29,48.92,44.07,41.42,45.64,3.55,0.38,2.79,0.33,39.13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,mcdavid,connor mcdavid,c,mcdavid10600cc
draisaitl10000cl,95.66,Leon Draisaitl,10000,C,0,EDM,SEA-M.Jones,23.59,29.5,17.7,4.45,2.4,16,1,1,17,0,0.7,6,0,3,3.8,2.9,-182,6.5,48,-152,20.5,1.3,71,32,24,108,19.1,61,23,23,13,0.6,0.9,1.5,21.89,4.11,3.35,4.59,0.73,0.18,0.49,3.84,15.49,15.84,11.74,0.28,0.32,4.08,1.24,1.75,0.7,0.01,0.01,0.31,0.58,0.44,0.01,3.25,0.42,0.92,1.33,21.47,3.72,3.58,4.82,0.74,0.12,0.58,4.17,16.1,14.1,0.17,0.67,4.44,1.45,16.71,3.71,3.29,0.43,4.57,1.86,21.47,4.28,0.29,0.71,46.42,47.69,42.56,44.66,45.05,3.25,0.29,3.14,0.29,48.92,44.07,41.42,45.64,3.55,0.38,2.79,0.33,39.13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,draisaitl,leon draisaitl,l,draisaitl10000cl
dubois8900cp,93.41,Pierre-Luc Dubois,8900,C,0,WPG,MTL-S.Montembeault,15.06,18.9,11.2,-1.82,1.7,3.2,1,1,18,0,3.4,6,0,2,3.8,2.4,-250,6,86,-194,14.3,1.6,68,32,28,90,17.8,78,35,14,14,0.36,0.55,0.91,18.73,2.91,2.8,4.16,0.67,0.13,0.57,3.37,13.67,13.89,10.64,0.18,0.13,3.22,0.9,1.11,0.8,0,0,0.19,0.42,1.19,0,3.08,0.4,0.87,1.27,18.57,4.1,2.93,4.69,0.63,0.14,1.13,4.07,16.08,14.54,0.2,0.27,2.5,0.77,17.71,4.29,3.71,0.57,5.43,1,18.31,2.6,0.29,0.14,47.86,43.57,46.78,46.14,41.39,3,0.25,3.48,0.24,43.54,51.57,43.62,40,2.58,0.35,3.38,0.39,42.29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,dubois,pierre-luc dubois,p,dubois8900cp
thompson10200ct,91.49,Tage Thompson,10200,C,0,BUF,CHI-P.Mrazek,19.67,24.6,14.7,0.12,1.9,18.4,1,1,11,0,-0.7,59,2,1,3.9,2.8,-195,6.5,85,-114,19,3.8,75,43,23,86,14.2,45,9,54,11,0.67,0.54,1.21,18.65,3.89,3.82,5.13,0.74,0.18,0.29,4.12,14.01,12.35,10.76,0.26,0.14,3.18,1.1,1.45,0.76,0.04,0,0.38,0.4,0.49,0.02,3.21,0.58,0.42,1,19.89,3.02,3.42,4.67,0.73,0.17,0.17,3.58,14.91,12.82,0.25,0.08,3.56,1,14.14,3.71,3.57,0.14,4.86,1.29,19.7,3.74,0.29,0,47.61,43.56,50.04,42.76,39.51,3.19,0.25,2.82,0.26,45.42,47.64,42.5,40.73,3.33,0.2,2.7,0.26,40.4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,thompson,tage thompson,t,thompson10200ct
hayes6900ck,91.11,Kevin Hayes,6900,C,0,PHI,ANA-A.Stolarz,13.44,16.9,10,0.66,1.9,46.1,3,2,8,0,0.6,44,2,1,4,2.7,-220,6.5,86,-182,12.2,1.4,58,28,24,87,9.8,50,16,50,12,0.24,0.58,0.82,18.59,2.65,2.86,3.85,0.74,0.08,0.26,3.12,13.2,14.53,10.07,0.06,0.14,3.18,0.49,0.72,0.69,0,0,0.18,0.44,0.38,0.01,2.8,0.08,0.58,0.67,16.23,2.48,2.5,3.67,0.68,0.03,0,2.5,13.17,12.75,0.08,0.08,3.07,0.33,14.71,3.14,3.14,0,4.57,0.86,16.41,3.19,0.14,0,50.31,42.29,50.23,49.07,41.54,3.06,0.13,3.19,0.27,44.31,56.5,47.08,39.75,3.42,0.17,3.73,0.17,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,hayes,kevin hayes,k,hayes6900ck
tavares8300cj,90.66,John Tavares,8300,C,0,TOR,FLA-S.Bobrovsky,16.22,20.3,12.1,0.57,2,19.2,2,1,13,0,0.4,12,0,3,3.8,2.9,-185,6.5,80,-182,15,0.2,70,27,26,99,18.1,83,25,16,12,0.36,0.59,0.96,17.7,3.25,3.05,4.42,0.69,0.12,0.5,3.55,13.12,11.96,9.84,0.15,0.27,3.49,1.05,1.48,0.71,0,0,0.22,0.32,0.44,0.02,3.28,0.46,0.62,1.08,17.89,3.62,3.62,5.33,0.68,0.13,0.38,4,11.75,10.17,0.08,0.38,3.95,1.08,13.43,4.71,4.43,0.29,6.29,1.71,18.87,4.36,0.14,0.43,45.48,47.16,40.87,42.31,50.47,3.12,0.25,3.52,0.24,45.08,45.5,39.67,46.21,3.25,0.28,3.38,0.32,48.29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,tavares,john tavares,j,tavares8300cj
matthews9900ca,90.04,Auston Matthews,9900,C,0,TOR,FLA-S.Bobrovsky,23.12,28.9,17.3,4.18,2.3,23.7,1,1,18,0,-4.8,44,0,3,3.8,2.9,-185,6.5,80,-182,22.2,3.1,71,36,21,98,18.3,75,16,8,12,0.67,0.71,1.38,20.5,4.04,4.52,6.43,0.7,0.15,0.99,5.51,17.84,13.24,13.5,0.19,0.17,3.7,1.16,1.65,0.7,0,0,0.48,0.54,0.25,0.04,3.13,0.55,0.64,1.18,20.26,3.5,3.36,4.9,0.69,0.16,1.09,4.45,16.2,13.4,0.18,0.27,3.88,0.7,15.4,4,3,1,5.4,1.8,20.02,4.2,0.2,0.4,45.48,47.16,40.87,42.31,50.47,3.12,0.25,3.52,0.24,45.08,45.5,39.67,46.21,3.25,0.28,3.38,0.32,48.29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,matthews,auston matthews,a,matthews9900ca
scheifele7300cm,86.01,Mark Scheifele,7300,C,0,WPG,MTL-S.Montembeault,15.54,19.5,11.6,1.94,2.1,1.6,2,1,6,0,-2.5,44,0,2,3.8,2.4,-250,6,86,-194,15.5,2.2,62,33,30,90,14.8,71,35,28,14,0.55,0.48,1.04,20.68,3.02,2.49,3.52,0.71,0.22,0.55,3.05,15.3,15.62,11.49,0.16,0.13,3.3,0.67,1,0.67,0,0,0.4,0.35,0.63,0.01,2.37,0.53,0.33,0.87,19.09,2.73,2.4,3.31,0.73,0.22,0.6,3,12.85,14.54,0.27,0.13,2.6,0.92,12.86,2.71,1.86,0.86,2.86,1,18.52,2.72,0.14,0.29,47.86,43.57,46.78,46.14,41.39,3,0.25,3.48,0.24,43.54,51.57,43.62,40,2.58,0.35,3.38,0.39,42.29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,scheifele,mark scheifele,m,scheifele7300cm
laughton6400cs,85.53,Scott Laughton,6400,C,0,PHI,ANA-A.Stolarz,12.98,16.3,9.7,1.23,2,26,3,1,6,0,0.6,12,2,1,4,2.7,-220,6.5,86,-182,10.1,1.4,51,29,29,87,15,66,41,33,12,0.22,0.37,0.59,17.74,2,2.04,2.63,0.77,0.11,0.67,2.71,12.39,13.63,9.23,0.07,0.05,1.73,0.22,0.36,0.62,0.04,0.04,0.11,0.27,0.51,0,2.33,0.46,0.62,1.08,17.69,3.66,1.62,2.23,0.72,0.29,0.92,2.54,12.38,13.31,0.23,0.08,2.35,0.38,14,2.57,2,0.57,2.57,0.86,17.41,2.82,0.29,0.14,50.31,42.29,50.23,49.07,41.54,3.06,0.13,3.19,0.27,44.31,56.5,47.08,39.75,3.42,0.17,3.73,0.17,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,laughton,scott laughton,s,laughton6400cs
cozens7200cd,84.94,Dylan Cozens,7200,C,0,BUF,CHI-P.Mrazek,12.57,15.8,9.3,-0.83,1.7,3.2,2,1,5,0,-0.8,31,2,1,3.9,2.8,-195,6.5,85,-114,11.3,2,67,36,32,86,12.6,72,36,27,11,0.22,0.49,0.71,16.36,2.6,2.46,3.08,0.8,0.09,0.32,2.78,11.29,10.94,8.47,0.05,0.17,2.44,0.44,0.57,0.77,0.01,0.02,0.16,0.3,0.76,0.01,2.81,0.25,0.5,0.75,16.38,2.75,2.5,2.92,0.86,0.1,0.33,2.83,9.82,11.91,0.08,0.25,3.18,0.67,10.14,3.86,3.29,0.57,3.57,1,16.28,3.24,0.14,0.43,47.61,43.56,50.04,42.76,39.51,3.19,0.25,2.82,0.26,45.42,47.64,42.5,40.73,3.33,0.2,2.7,0.26,40.4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,cozens,dylan cozens,d,cozens7200cd
